objectid,defrasiteid,x,y,lat,long,defrasitename,pcmlinkroadid,postcode,what3words,tube_group,status,no2_2003,no2_2004,no2_2005,no2_2006,no2_2007,no2_2008,no2_2009,no2_2010,no2_2011,no2_2012,no2_2013,no2_2014,no2_2015,no2_2016,no2_2017,no2_2018,no2_2019,no2_2020,no2_2021,no2_2022,no2_2023,no2_2024,no2_2025,no2_2026,no2_2027,no2_2028,no2_2029,no2_2030,no2_2031,no2_2032,no2_2033,no2_2034,no2_2035
1341,122,439377,387792,53.385511,-1.4094421,Darnall Post Office Comm, ,S9 4QD, ,Community,Current,0,0,0,0,0,0,0,0,36,34,36,32,33,31,29,29,33,25.83333333,25.02988973,28.22591576,20.856,25.2084,,,,,,,,,,,
1342,124,438997,387923,53.386717,-1.4151388,584 Staniforth Rd Comm, ,S9 3FX, ,Community,Current,0,0,0,0,0,0,0,0,39,37,39,36,39,36,31.36,32,35,28.2875,27.98456204,31.29383986,26.12925,25.34,,,,,,,,,,,
1343,125,438121,388922,53.395759,-1.4281886,Don Valley Leeds Road Comm, ,S9 3TY, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,28,29,22.5525,22.57946098,24.67596907,19.86191667,17.395,,,,,,,,,,,
1344,126,440559,387357,53.381512,-1.3917278,Waverley Cottages Comm, ,S13 9AE, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26.04,25.8075,28.43333333,23.0601,22.561,,,,,,,,,,,
1345,128,427261,398422,53.481818,-1.5906802,Stocksbridge Lidl Comm, ,S36 1DJ, ,Community,Current,0,0,0,0,0,0,27,31,32,33,35,31,33,32,31.458,31,31,25.575,25.95545455,27.91818182,21.5828,20.664,,,,,,,,,,,
1346,130,428818,397977,53.477736,-1.5672596,Deepcar Carr Road Comm, ,S36 2RD, ,Community,Current,0,0,0,0,0,0,35,35,38,38,40,37,34,34,31.68666667,30,32,24.5675,25.265,25.63333333,19.52018182,18.242,,,,,,,,,,,
1347,131,435338,382923,53.342032,-1.4707067,Derbyshire La Comm, ,S8 8SG, ,Community,Current,0,0,0,0,0,0,21,24,21,22,25,21,20,22,18,18,18,14.4925,14.725,15.89,11.43525,12.24109091,,,,,,,,,,,
1348,132,432766,382318,53.336759,-1.5093974,146 Abbeydale Road South Comm, ,S7 2QS,ranged.brave.gossip,Community,Current,0,0,0,0,0,0,0,0,0,0,0,43,45,39,39,34,36,21.72818182,21.39,20.42222222,31.284,23.18742512,,,,,,,,,,,
1349,133,432746,382292,53.36315,-1.477598,150 Abbeydale Road South Comm, ,S7 2QS, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,23,24,23,23,20,21,16.12,22.8625,28.37777778,12.0475,0,,,,,,,,,,,
1350,134,435283,387222,53.380676,-1.4710547,Barkers Pool Taxi Rank Comm, ,S1 2HF, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,42,37,22.99636364,21.855,26.50833333,19.8685,20.37381818,,,,,,,,,,,
1351,135,432870,383387,53.346361,-1.507725,Pingle Rd/Whirlowdale Cres Comm, ,S7 2LN, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,18.93818182,11.7025,9.84761671,9.875,0,,,,,,,,,,,
1352,136,430881,379724,53.313556,-1.5379562,Totley All Saints School Comm, ,S17 4FA, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60026247,8.6025,9.17,7.24473993,6.50661717,,,,,,,,,,,
1353,138,432754,382273,53.363301,-1.4772505,Opposite 150 Abbeydale Road South Comm,27381,S8 0BF, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82817317,34.4875,33.01847957,31.5605,25.24780282,,,,,,,,,,,
1354,139,434372,385218,53.362724,-1.4849663,35 Montgomery Road Comm, ,S7 1LQ, ,Community,Current,0,0,0,22,29,25,23,24,23,22,26,23,21,22,21,19,20,15.035,16.1975,16.59090909,13.6275,13.027,,,,,,,,,,,
1355,140,434200,384869,53.359598,-1.4875884,Zeds Nether Edge Road Comm, ,S7 1RU, ,Community,Current,0,0,0,20,26,23,23,24,21,22,23,22,19,23,18,18,19,13.795,15.5,15.50909091,12.31741667,11.116,,,,,,,,,,,
1356,141,433650,385574,53.36597,-1.4957774,Clifford School Psalter Lane Comm, ,S11 8XL, ,Community,Current,0,0,0,18,27,23,23,24,21,22,24,21,20,22,19,18,18,13.33,15.7325,14.17777778,13.13554545,12.894,,,,,,,,,,,
1357,142,433378,385701,53.367128,-1.4998514,Hunters Bar Juniors Comm, ,S11 8ZG, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,29,30,25,25,26,18.91,21.7,21.1,16.85991667,20.2944,,,,,,,,,,,
1358,143,433521,385439,53.364764,-1.4977302,136 Psalter Lane Comm, ,S11 8YR,calm.crops.beats,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,32,23.901,23.901,27.57149602,21.45927273,16.59,,,,,,,,,,,
1359,144,434128,385719,53.367242,-1.4885788,"Cemetery Rd, Sharrowhead R/about Comm", ,S11 8AU, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,31,22.227,22.52666667,24.45806258,19.21136364,16.884,,,,,,,,,,,
1360,145,433640,383391,53.346349,-1.496159,981 Abbeydale Road Comm,27381,S7 2QD, ,Community,Current,0,0,0,0,0,0,0,33,39,35,40,37,36,34,31.36,35,36,29.76,32.71796478,32.36666667,22.16608333,19.838,,,,,,,,,,,
1361,146,433601,383337,53.345866,-1.4967505,La Scala Comm, ,S7 2QL, ,Community,Current,0,0,0,0,0,0,0,43,50,48,52,45,47,43,41.07833333,36,37,29.14,31.89548581,35.43,29.00736364,28.56,,,,,,,,,,,
1362,147,434188,383548,53.347725,-1.487911,102 Archer Road Comm, ,S8 0JT, ,Community,Current,0,0,0,0,0,0,0,32,32,33,35,32,34,32,29.18222222,26,27,21.483,20.53202636,21.85555556,17.4827,17.227,,,,,,,,,,,
1363,148,434123,383874,53.350659,-1.4888523,Chippendale Comm,27381,S7 2BJ, ,Community,Current,0,0,0,0,0,0,0,45,47,44,48,44,45,41,37.41818182,35,37,29.0625,32.88439951,34.19090909,26.95336364,27.75818182,,,,,,,,,,,
1364,149,434143,383915,53.351027,-1.4885475,879 Abbeydale Road Comm,27381,S7 2DL, ,Community,Current,0,0,0,0,0,0,0,40,46,43,48,43,41,38,35.77,35,35,27.6675,31.21097089,31.57272727,26.26091667,26.2416,,,,,,,,,,,
1365,150,432964,385619,53.366417,-1.5060814,"Books on the Park, 749 Ecclesall Rd/Marmion Rd Comm", ,S11 8TG, ,Community,Current,0,0,0,0,0,0,0,0,0,38,44,39,36,34,29.4,29,29,22.94,23.48051694,25.15343939,20.76263636,20.188,,,,,,,,,,,
1366,151,432828,385402,53.364475,-1.5081475,"Unique Hair, 828 Ecclesall Rd/Greystones Rd Comm", ,S11 8TD, ,Community,Current,0,0,0,0,0,0,0,0,0,36,39,36,34,34,28.74666667,29,30,22.63,22.19660119,27.19534332,20.25272727,20.188,,,,,,,,,,,
1367,152,432822,384990,53.360772,-1.5082803,"Midgeleys Greengrocer, 946 Ecclesall Rd/Psalter La Comm", ,S11 8TR, ,Community,Current,0,0,0,0,0,0,0,0,0,31,0,29,29,28,30.968,29,28,20.12181818,22.47533143,22.71827237,18.88818182,18.578,,,,,,,,,,,
1368,153,432651,384491,53.356298,-1.510901,"Ecclesall Fisheries, 97 Ecclesall Rd South Comm", ,S11 9PH, ,Community,Current,0,0,0,0,0,0,0,0,0,53,61,57,53,51,44.345,43,42,30.845,32.77055121,39.30667731,32.61981818,28.378,,,,,,,,,,,
1369,154,432428,384276,53.354379,-1.5142733,Knowle La/Ecclesall Rd South Bus Terminus Comm, ,S11 9SL, ,Community,Current,0,0,0,0,0,0,0,0,0,45,52,41,42,35,31.605,34,35,27.0475,28.42492349,32.83385987,24.46127273,21.567,,,,,,,,,,,
1370,155,432241,384593,53.35724,-1.5170504,Ecclesall Junior School - Ringinglow Rd Comm, ,S11 7PQ, ,Community,Current,0,0,0,0,0,0,0,0,0,0,33,32,30,29,26.05166667,26,25,18.879,19.14387344,18.96228607,15.82154545,15.26,,,,,,,,,,,
1371,156,431908,384518,53.356586,-1.522061,High Storrs School Comm, ,S11 7LH, ,Community,Current,0,0,0,0,0,0,0,0,0,0,25,24,22,22,17.96666667,19,19,13.7175,13.50369679,14.77315152,11.56272727,11.66072727,,,,,,,,,,,
1372,157,431538,383992,53.35188,-1.5276721,Silverdale School Comm, ,S11 9RN, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63833333,14,13,9.8425,9.81316579,9.19640596,8.12263636,7.52181818,,,,,,,,,,,
1373,158,432055,384648,53.357745,-1.5198393,Huntley Road Ecclesall Infants Comm, ,S11 7PB, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.80166667,14,14,10.1525,9.54416416,9.72980806,7.72045455,7.784,,,,,,,,,,,
1374,159,434821,385142,53.362011,-1.478228,265 Abbeydale Road Comm,27381,S7 1FJ, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,38,36,36,32.99333333,31,32,23.87,25.95545455,31.425,24.5216,22.932,,,,,,,,,,,
1375,160,434522,384654,53.357644,-1.4827738,Butterworth Cycles Comm,27381,S7 1TA, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,44,44,42,41.16,39,39,30.7675,33.39545455,40.725,33.0536,30.85854545,,,,,,,,,,,
1376,161,434797,383255,53.345052,-1.4787955,Woodseats School Bus stop Comm, ,S8 0SB, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,30,35,26.29363636,26.97,33.05,22.10701115,24.4272,,,,,,,,,,,
1377,162,434814,383252,53.345024,-1.4785405,Woodseats School traffic lights Comm,16581,S8 0SB, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,34,37,25.8075,27.73090909,32.74545455,25.2326,26.8128,,,,,,,,,,,
1378,163,435810,386918,53.377908,-1.463167,Midland Station Opposite WH Smith Comm, ,S1 2BP, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,54,64,46.19,49.31422011,59.33441872,48.13733333,43.00036364,,,,,,,,,,,
1379,164,435841,386872,53.377493,-1.4627062,Midland Station Platform 1A South Comm, ,S1 2BP, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,47,37.71666667,39.01456932,44.72256033,38.12827273,36.554,,,,,,,,,,,
1380,165,435849,387031,53.378921,-1.462568,Midland Station Platform 1B Comm, ,S1 2BP, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,48,53,45.73909091,43.60857283,53.36435828,44.14125,46.746,,,,,,,,,,,
1381,166,435867,386955,53.378237,-1.462306,Midland Station Footbridge Comm, ,S1 2BP, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,51,57,48.7475,48.35328521,59.86592335,48.02541667,49.546,,,,,,,,,,,
1382,167,435873,387004,53.378677,-1.4622103,Midland Station Platform 3A/2B North Comm, ,S1 2BP, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,65,68,52.452,54.76546494,65.39416152,55.60163636,56.364,,,,,,,,,,,
1383,168,435871,386905,53.377787,-1.4622516,Midland Station Platform 2A Comm, ,S1 2BP, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,52,59,55.1025,50.48595406,59.59983153,49.96091667,53.697,,,,,,,,,,,
1384,169,435880,386888,53.377634,-1.4621182,Midland Station Platform 5A Comm, ,S1 2BP, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,47,51,46.965,44.50879574,50.3873714,42.56783333,43.246,,,,,,,,,,,
1385,170,435883,386956,53.378245,-1.4620654,Midland Station Platform 5B Waiting room Comm, ,S1 2BP, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,52,58,38.17380548,48.61257139,58.39748036,51.34341667,50.547,,,,,,,,,,,
1386,172,435916,386973,53.378396,-1.4615675,Midland Station Platform 6B Comm, ,S2 2TN, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,50,57,48.9025,44.23385939,53.47632202,47.38683333,47.691,,,,,,,,,,,
1387,174,435919,386934,53.378045,-1.4615268,Midland Station Platform 8A Comm, ,S2 2TN, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,52,58,51.5375,47.40768475,56.04071502,46.40591667,47.068,,,,,,,,,,,
1388,175,435812,387005,53.37869,-1.4631271,Sheaf Street station side crossing Comm,60030,S1 2BP, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,67,45.65454545,55.49,65.6,49.88191667,49.7532,,,,,,,,,,,
1389,176,435818,386889,53.377647,-1.46305,Station Taxi Rank 1 Comm, ,S1 2BP, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,101,50.9175,62.5425,76.76,53.59491667,46.228,,,,,,,,,,,
1390,177,435841,386872,53.377495,-1.4631121,Station Taxi Rank 2, ,S1 2BP, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,78,41.42727273,47.337,51.72668049,0,0,,,,,,,,,,,
1391,178,435797,389600,53.402016,-1.4630593,Orphanage Rd/Barnsley Rd Comm, ,S3 9AN, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,47,37.96090909,37.35706673,50.33225893,38.81533333,35.147,,,,,,,,,,,
1392,179,436069,388328,53.390564,-1.4591134,Spital Hill Comm,17728,S4 7LF, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,63,48.27545455,48.7394784,60.96666667,,,,,,,,,,,,,
1393,180,436595,390242,53.407731,-1.4509833,Owler La/Firth Park Rd Comm,7817,S5 6WN, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,39.2925,37.36595735,49.69166667,35.46441667,34.67672727,,,,,,,,,,,
1394,181,435537,389218,53.3986,-1.4670125,Rutland Road BG Comm, ,S3 9AZ, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.51,38.29071966,46.81666667,34.79291667,37.121,,,,,,,,,,,
1395,182,435450,388650,53.3935,-1.4683845,"Astrea Academy, Andover Street Comm", ,S3 9BE, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9875,18.12704555,17.76666667,13.3905,12.45066667,,,,,,,,,,,
1396,183,436499,390182,53.407199,-1.4524342,Herries Rd/Barnsley Rd Comm,57875,S5 7AB, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.51454545,49.99023373,64.15833333,47.57116667,50.3748,,,,,,,,,,,
1397,184,434741,384237,53.353882,-1.4795291,Meersbrook Bank School Comm, ,S8 9EH, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,13.795,15.04909091,16.86363636,12.86981818,14.37927273,,,,,,,,,,,
1398,185,434989,384691,53.357946,-1.4757534,Valley Rd/Chesterfield Rd Jc Comm,16581,S8 0RL, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,31.31,36.27,37.9,31.7343,33.047,,,,,,,,,,,
1399,186,435489,385101,53.361598,-1.4681954,Ann's Grove School Comm, ,S2 3AQ, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,27.435,28.99909091,30.10909091,28.33466667,28.13066667,,,,,,,,,,,
1400,187,433350,389387,53.400261,-1.4998843,9 Ripley Street Comm, ,S6 2NU, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,26.598,27.34877322,28.59689842,24.569,24.6372,,,,,,,,,,,
1401,188,433147,388796,53.394962,-1.5029991,South Rd/Walkley Rd Comm, ,S6 3TD, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,30.35181818,30.89691079,36.72782141,30.3755,28.73194707,,,,,,,,,,,
1402,189,432768,389097,53.397691,-1.5086672,Morley Street/Rivelin Bank Road Comm, ,S6 5FD, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22.91181818,22.36418966,27.34736417,20.91345455,19.768,,,,,,,,,,,
1403,190,432271,388570,53.392984,-1.516195,Hollins Lane Comm,77547,S6 5GQ, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22.134,22.00443827,25.04897765,21.488,19.0848,,,,,,,,,,,
1404,191,433238,388666,53.393787,-1.5016444,South Road/Highton Street Comm, ,S6 3TD, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18.93818182,19.01815686,22.04507934,17.80791667,15.63927273,,,,,,,,,,,
1405,192,433266,385705,53.367171,-1.5015341,Hunter's Bar School potting area North Comm, ,S11 8ZG, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15.18680986,16.43,19.09166667,13.8487,14.7084,,,,,,,,,,,
1406,193,433251,385695,53.367082,-1.5017606,Hunter's Bar School potting area West Comm, ,S11 8ZG, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19.94333333,18.6775,23.7,16.8744,17.0688,,,,,,,,,,,
1407,194,433267,385684,53.366983,-1.5015213,Hunter's Bar School playground South Comm, ,S11 8ZG, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15.91333333,15.81,18.39166667,13.64066667,14.8092,,,,,,,,,,,
1408,199,434173,387484,53.383104,-1.4877123,"Arts Tower Entrance, Bolsover Street Comm", ,S3 7NA, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.947,29.574,35.49611516,24.10356004,23.7468,,,,,,,,,,,
1409,200,433750,387724,53.385288,-1.4940458,Crookes Valley Road/Crookesmoor Road Comm, ,S10 1BD, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.18272727,33.5575,35.58124331,0,27.258,,,,,,,,,,,
1410,201,433486,387994,53.387732,-1.4979862,Springvale Road/Commonside Comm, ,S10 1LH, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.02272727,20.77,23.94965763,18.48891239,16.97507241,,,,,,,,,,,
1411,202,433236,388668,53.393805,-1.5016742,Asda Walkley Comm, ,S6 3TD, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.40454545,24.459,27.92046262,21.29273062,19.0070472,,,,,,,,,,,
1412,203,432822,387795,53.385985,-1.50799,Ped. Crossing Toyne Street Jc Comm, ,S10 1TE, ,Community,Current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.54454545,23.529,23.85775249,19.80760687,16.45636364,,,,,,,,,,,
